imdb_id,rank_afc_2007,rank_afc_1998,rank_wga_2005,rank_ss_2012,included_in_guardian_list,included_in_1001_book,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,metascore,imdb_rating,imdb_votes,alternate_title
tt0020286,,,,,,TRUE,A Throw of Dice,1929,N/A,4-Jan-30,74 min,"Adventure, Drama, Romance",Franz Osten,"Niranjan Pal (story), W.A. Burton (scenario), Max Jungk (scenario: German version)","Seeta Devi, Himansu Rai, Charu Roy, Modhu Bose","With King Ranjit visiting him, King Sohat sees an opportunity to kill his young cousin and take over his kingdom. One of Sohat's henchmen fells Ranjit with a poisoned arrow, making it look ...",English,"UK, India, Germany",N/A,http://ia.media-imdb.com/images/M/MV5BMTIyMjMxNDA1M15BMl5BanBnXkFtZTcwMDQ5MzM2MQ@@._V1_SX300.jpg,N/A,6.7,418,"Throw of Dice, A (Prapancha Pash)"
tt0018737,,,,,,TRUE,Pandora's Box,1929,NOT RATED,22-Feb-30,109 min,"Crime, Drama, Romance",Georg Wilhelm Pabst,"Frank Wedekind (plays), Ladislaus Vajda (scenario)","Louise Brooks, Fritz Kortner, Francis Lederer, Carl Goetz",The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,German,Germany,1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NTExNTgxMl5BMl5BanBnXkFtZTgwMzc1MTA5MTE@._V1_SX300.jpg,N/A,8,"7,501",Pandora's Box (Die Buchse der Pandora)
tt0019702,,,,,,TRUE,Blackmail,1929,N/A,6-Oct-29,85 min,"Crime, Thriller",Alfred Hitchcock,"Charles Bennett (from the play by), Alfred Hitchcock (adapted by), Benn W. Levy (dialogue)","Anny Ondra, Sara Allgood, Charles Paton, John Longden","After killing a man in self-defence, a young woman is blackmailed by a witness to the killing.",English,UK,N/A,http://ia.media-imdb.com/images/M/MV5BMjMxMDQzODI1M15BMl5BanBnXkFtZTgwNDgzNjYzMjE@._V1_SX300.jpg,N/A,7,"7,122",Blackmail
tt0019760,,,,8,,TRUE,Man with a Movie Camera,1929,NOT RATED,12-May-29,68 min,Documentary,Dziga Vertov,Dziga Vertov (scenario),Mikhail Kaufman,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.",N/A,Soviet Union,1 win.,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGVlNGI5MDYtYjc2NC00MWQzLTgyZWQtOTAxZTUwMTgwNGJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,8.4,"15,294","Man with the Movie Camera, The (Chelovek s kino-apparatom)"
tt0020530,,,,,,TRUE,Un Chien Andalou,1929,NOT RATED,6-Jun-29,16 min,"Short, Fantasy, Horror",Luis Bu_±uel,"Salvador Dal__ (scenario), Luis Bu_±uel (scenario)","Simone Mareuil, Pierre Batcheff","Luis Bu_±uel and Salvador Dal__ present seventeen minutes of bizarre, surreal imagery.",French,France,N/A,http://ia.media-imdb.com/images/M/MV5BODc0MTEwMzcwNV5BMl5BanBnXkFtZTgwMzQ3ODMwMzE@._V1_SX300.jpg,N/A,7.8,"33,814",Un Chien Andalou (An Andalusian Dog)
tt0021577,,,,,,TRUE,L'Age d'Or,1930,N/A,1-Nov-79,63 min,"Comedy, Drama, Horror",Luis Bu_±uel,"Luis Bu_±uel (scenario), Salvador Dal__ (scenario)","Gaston Modot, Lya Lys, Caridad de Laberdesque, Max Ernst","A surrealist tale of a man and a woman passionately in love with one another, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society.",French,France,N/A,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTIwMDM0OV5BMl5BanBnXkFtZTcwNjEyMzcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",N/A,7.5,"9,535",L'Age d'Or (The Age of Gold)
tt0021571,,,,,,TRUE,Earth,1930,N/A,17-Oct-30,75 min,Drama,Aleksandr Dovzhenko,Aleksandr Dovzhenko,"Stepan Shkurat, Semyon Svashenko, Yuliya Solntseva, Yelena Maksimova","In the peaceful countryside, Vassily opposes the rich kulaks over the coming of collective farming.",N/A,Soviet Union,1 win & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTYxMjQwNjY1NF5BMl5BanBnXkFtZTgwODk4ODQwMjE@._V1_SX300.jpg,N/A,7.5,"3,418",Earth (Zemlya)
tt0020697,,,,,,TRUE,The Blue Angel,1930,NOT RATED,3-Jan-31,124 min,"Drama, Music",Josef von Sternberg,"Heinrich Mann (novel), Carl Zuckmayer, Karl Vollm__ller, Robert Liebmann","Emil Jannings, Marlene Dietrich, Kurt Gerron, Rosa Valetti",An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.,"German, English, French",Germany,N/A,http://ia.media-imdb.com/images/M/MV5BNDkyMjgzMDU2Ml5BMl5BanBnXkFtZTgwMzg0MTE1MjE@._V1_SX300.jpg,88,7.8,"10,401","Blue Angel, The (Der Blaue Engel)"
tt0020629,,54,,,,TRUE,All Quiet on the Western Front,1930,UNRATED,24-Aug-30,136 min,"Drama, War",Lewis Milestone,"Erich Maria Remarque (by), Maxwell Anderson (adaptation), George Abbott (screen play), Del Andrews (adaptation), C. Gardner Sullivan (supervising story chief)","Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy",A young soldier faces profound disillusionment in the soul-destroying horror of World War I.,"English, French, German, Latin",USA,Won 2 Oscars. Another 5 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5OTg2NDY1NF5BMl5BanBnXkFtZTcwNTQ4MTMwNw@@._V1_SX300.jpg,N/A,8.1,"47,237",All Quiet On The Western Front
tt0021749,11,76,,50,,TRUE,City Lights,1931,PASSED,7-Mar-31,87 min,"Comedy, Drama, Romance",Charles Chaplin,Charles Chaplin,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",English,USA,3 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NDQ5MDMzOV5BMl5BanBnXkFtZTgwODY2MjcyMjE@._V1_SX300.jpg,N/A,8.6,"109,921",City Lights
tt0022599,,,,,,TRUE,_€ Nous la Libert_©,1931,APPROVED,31-Dec-31,97 min,"Comedy, Musical, Romance",Ren_© Clair,Ren_© Clair (story and screenplay),"Henri Marchand, Raymond Cordy, Rolla France, Paul Ollivier","A famous left-wing satirical comedy about two ex-convicts, one of whom escaped jail and then worked his way up from salesman to factory owner, where he oversees a highly mechanized ...",French,France,Nominated for 1 Oscar. Another 3 wins.,"https://images-na.ssl-images-amazon.com/images/M/MV5BODAzMjczMjk4Ml5BMl5BanBnXkFtZTcwNjg1MjAwMQ@@._V1._CR18,4,300,419_UY268_CR5,0,182,268_AL_.jpg",N/A,7.7,"3,065",A Nous la Liberte (Freedom for Us)
tt0022286,,,,,,TRUE,The Public Enemy,1931,N/A,23-Apr-31,83 min,"Crime, Drama",William A. Wellman,"Kubec Glasmon (by), John Bright (by), Harvey F. Thew (screen adaptation)","James Cagney, Jean Harlow, Edward Woods, Joan Blondell","A young hoodlum rises up through the ranks of the Chicago underworld, even as a gangster's accidental death threatens to spark a bloody mob war.",English,USA,Nominated for 1 Oscar. Another 1 win.,http://ia.media-imdb.com/images/M/MV5BNTFkZDk0YjYtNzU0MS00YjNmLTlkOTgtNWYzODNjOTZiZWEzXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,N/A,7.7,"13,359","Public Enemy, The"
tt0022100,,,,,,TRUE,M,1931,NOT RATED,31-Aug-31,99 min,"Crime, Drama, Mystery",Fritz Lang,"Thea von Harbou (script), Fritz Lang (script)","Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",German,Germany,2 wins.,http://ia.media-imdb.com/images/M/MV5BMTQyNjA5NzU5MV5BMl5BanBnXkFtZTgwMDk1MTA5MTE@._V1_SX300.jpg,N/A,8.4,"99,611",M
tt0021079,,,,,,TRUE,Little Caesar,1931,N/A,25-Jan-31,79 min,"Crime, Drama, Romance",Mervyn LeRoy,"W.R. Burnett (novel), Robert N. Lee (continuity), Francis Edward Faragoh (screen version), Francis Edward Faragoh (dialogue)","Edward G. Robinson, Douglas Fairbanks Jr., Glenda Farrell, William Collier Jr.",A small-time criminal moves to a big city to seek bigger fortune.,English,USA,Nominated for 1 Oscar. Another 1 win.,http://ia.media-imdb.com/images/M/MV5BMTU3ODY4MzMzNl5BMl5BanBnXkFtZTgwNzg4ODQwMjE@._V1_SX300.jpg,N/A,7.3,"8,848",Little Caesar
tt0021739,,,,,,TRUE,La Chienne,1931,NOT RATED,30-Apr-76,95 min,Drama,Jean Renoir,"Georges de La Fouchardi_¨re (novel), Jean Renoir (adaptation)","Michel Simon, Janie Mar_¨se, Georges Flamant, Roger Gaillard","Cashier Maurice Legrand is married to Adele, a terror. By chance, he meets Lucienne, ""Lulu"", and makes her his mistress. He thinks he finally met love, but Lulu is nothing but a ...",French,France,N/A,http://ia.media-imdb.com/images/M/MV5BYTZjY2QwYjMtODQ0YS00MGRjLTg5Y2QtNWUzNWU2ZjM0MDU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.7,"2,205",La Chienne (The Bitch)
tt0021884,,87,,,,TRUE,Frankenstein,1931,NOT RATED,21-Nov-31,70 min,"Drama, Horror, Sci-Fi",James Whale,"John L. Balderston (based upon the composition by), Mary Shelley (from the novel by), Peggy Webling (adapted from the play by), Garrett Fort (screen play), Francis Edward Faragoh (screen play), Richard Schayer (scenario editor)","Colin Clive, Mae Clarke, John Boles, Boris Karloff",An obsessed scientist assembles a living being from parts of exhumed corpses.,"English, Latin",USA,3 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyOTg5NTE1Nl5BMl5BanBnXkFtZTgwMDY2NTUyMjE@._V1_SX300.jpg,N/A,8,"48,838",Frankenstein
tt0022080,,,,,,TRUE,Limite,1931,N/A,1-Oct-31,114 min,"Drama, Romance",Mario Peixoto,Mario Peixoto,"Olga Breno, Tatiana Rey, Raul Schnoor, Brutus Pedreira",Three people sail aimlessly while remembering their past.,Portuguese,Brazil,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNzljODllOWMtODc2Mi00ZWU0LTg5YTYtMzRkMDRhZmI2NjE5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,N/A,7.4,991,Limite
tt0022458,,,,,,TRUE,Tabu: A Story of the South Seas,1931,TV-PG,19-Mar-31,86 min,"Drama, Romance, Adventure",F.W. Murnau,"F.W. Murnau (told by), Robert J. Flaherty (told by)","Matahi, Anne Chevalier, Bill Bambridge, Hitu","On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",English,USA,Won 1 Oscar. Another 2 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BODIwODc1MTU0OV5BMl5BanBnXkFtZTgwMjU2MzU0MjE@._V1_SX300.jpg,N/A,7.6,"3,436",Tabu
tt0021814,,,,,TRUE,TRUE,Dracula,1931,APPROVED,14-Feb-31,85 min,"Fantasy, Horror",Tod Browning,"Bram Stoker (by), Hamilton Deane (from the play adapted by), John L. Balderston (from the play adapted by), Garrett Fort (play)","Bela Lugosi, Helen Chandler, David Manners, Dwight Frye",The ancient vampire Count Dracula arrives in England and begins to prey upon the virtuous young Mina.,"English, Hungarian, Latin",USA,2 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg5NjkxMjUxNF5BMl5BanBnXkFtZTgwNzk1NDc2MTE@._V1_SX300.jpg,N/A,7.6,"33,447",Dracula
tt0022150,,,,,,TRUE,Le Million,1931,NOT RATED,4-Feb-31,81 min,"Musical, Comedy",Ren_© Clair,"Georges Berr (play), Ren_© Clair, Marcel Guillemaud (play)","Annabella, Ren_© Lef_¨vre, Jean-Louis Allibert, Paul Ollivier",An impoverished painter and his rival engage in a race across Paris to recover a jacket concealing a winning lottery ticket.,French,France,N/A,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MTA3NjI3M15BMl5BanBnXkFtZTcwNTA3OTMyMQ@@._V1._CR8,34,323,440_UY268_CR7,0,182,268_AL_.jpg",N/A,7.6,"2,456",Le Million (The Million)
tt0023427,,,,,,TRUE,Scarface,1932,PASSED,9-Apr-32,93 min,"Action, Crime, Drama","Howard Hawks, Richard Rosson","Armitage Trail (novel), Ben Hecht (screen story), Seton I. Miller (continuity), John Lee Mahin (continuity), W.R. Burnett (continuity), Seton I. Miller (dialogue), John Lee Mahin (dialogue), W.R. Burnett (dialogue)","Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins","An ambitious and near insanely violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",English,USA,2 wins.,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGI3MjU5ZGMtNjNjNC00NjI5LTljNzktOGQwNjZiY2RjZTU3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,7.8,"19,757",Scarface: The Shame of a Nation
tt0023458,,,,,,TRUE,Shanghai Express,1932,PASSED,12-Feb-32,82 min,"Adventure, Drama, Romance",Josef von Sternberg,"Jules Furthman (screen play), Harry Hervey (based on the story by)","Marlene Dietrich, Clive Brook, Anna May Wong, Warner Oland",A loose woman rediscovers a former lover during a dangerous train ride to Shanghai.,"English, French, Cantonese, German",USA,Won 1 Oscar. Another 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE4OTY2NjYwNl5BMl5BanBnXkFtZTgwOTEyOTYyMjE@._V1_SX300.jpg,N/A,7.5,"4,946",Shanghai Express
tt0022718,,,,,,TRUE,Boudu Saved from Drowning,1932,NOT RATED,23-Feb-67,85 min,Comedy,Jean Renoir,Ren_© Fauchois (play),"Michel Simon, Marcelle Hainia, S_©v_©rine Lerczinska, Jean Gehret","Boudu, a tramp, jumps into the Seine. He is rescued by Mr Lestingois, a gentle and good bookseller, who gives shelter to him. Mrs Lestingois and the maid Anne-Marie (Mr Lestingois' mistress...",French,France,N/A,http://ia.media-imdb.com/images/M/MV5BMjM0MDMyOTExNF5BMl5BanBnXkFtZTgwMDc4NzYwMjE@._V1_SX300.jpg,N/A,7.5,"3,805",Boudu Saved from Drowning (Boudu sauve des eaux)
tt0023622,,,,,,TRUE,Trouble in Paradise,1932,PASSED,21-Oct-32,83 min,"Comedy, Crime, Romance",Ernst Lubitsch,"Samson Raphaelson (screenplay), Grover Jones (adaptation), Aladar Laszlo (play)","Miriam Hopkins, Kay Francis, Herbert Marshall, Charles Ruggles",A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.,"English, Italian, Russian, Spanish, German",USA,2 wins.,http://ia.media-imdb.com/images/M/MV5BMjE1NjAxNDUwOF5BMl5BanBnXkFtZTgwNDcwMDI0MjE@._V1_SX300.jpg,N/A,8.2,"9,680",Trouble in Paradise
tt0023202,,,,,,TRUE,Me and My Gal,1932,N/A,4-Dec-32,79 min,"Comedy, Drama, Romance",Raoul Walsh,"Philip Klein (story), Barry Conners (story), Arthur Kober","Spencer Tracy, Joan Bennett, Marion Burns, George Walsh",Young New York cop Dan falls in love with waterfront waitress Helen. Helen's sister Kate falls for gangster Duke. Dan must do in Duke.,English,USA,N/A,http://ia.media-imdb.com/images/M/MV5BMzQ1ODM4OTEtNTQwOC00ZTM0LTkzNzAtNjIyNzIxZTYyZDIzXkEyXkFqcGdeQXVyMjYzMDY1NTg@._V1_SX300.jpg,N/A,6.8,564,Me and My Gal
tt0023158,,,,,,TRUE,Love Me Tonight,1932,PASSED,14-Oct-32,104 min,"Comedy, Musical, Romance",Rouben Mamoulian,"Samuel Hoffenstein (screen play), George Marion Jr. (screen play), Waldemar Young (screen play), L_©opold Marchand (based on a play by), Paul Armont (based on a play by)","Maurice Chevalier, Jeanette MacDonald, Charles Ruggles, Charles Butterworth","A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",English,USA,1 win.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMTI4MDE5MV5BMl5BanBnXkFtZTcwNTA1NTQyMQ@@._V1._CR0,117,254,357_UY268_CR4,0,182,268_AL_.jpg",N/A,7.8,"2,602",Love Me Tonight
tt0023042,,,,,,TRUE,I Am a Fugitive from a Chain Gang,1932,NOT RATED,19-Nov-32,92 min,"Crime, Drama, Film-Noir",Mervyn LeRoy,"Robert E. Burns (by), Howard J. Green (screen play), Brown Holmes (screen play)","Paul Muni, Glenda Farrell, Helen Vinson, Noel Francis","Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",English,USA,Nominated for 3 Oscars. Another 3 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjNiMThlZTAtYWZlYi00NGRlLThkNTgtMWY1ZmFhNWQyMjM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,8.1,"9,055",I Am a Fugitive from a Chain Gang
tt0022913,,,,,,TRUE,Freaks,1932,UNRATED,20-Feb-32,64 min,"Drama, Horror",Tod Browning,"Clarence Aaron 'Tod' Robbins (suggested by story: ""Spurs"")","Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","English, German, French",USA,1 win & 1 nomination.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4ODY3NDA3Nl5BMl5BanBnXkFtZTgwNDkwNTkwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,8,"32,452",Freaks
tt0023649,,,,,TRUE,TRUE,Vampyr,1932,UNRATED,6-May-32,75 min,Horror,Carl Theodor Dreyer,"Sheridan Le Fanu (based on a book by), Christen Jul (screenplay), Carl Theodor Dreyer (screenplay)","Julian West, Maurice Schutz, Rena Mandel, Sybille Schmitz",A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,German,"Germany, France",N/A,http://ia.media-imdb.com/images/M/MV5BMTY3NjM5MDc4NV5BMl5BanBnXkFtZTgwOTE1OTg5MTE@._V1_SX300.jpg,N/A,7.7,"10,980",Vampyr (The Vampire)
tt0024216,41,43,,,TRUE,TRUE,King Kong,1933,UNRATED,7-Apr-33,100 min,"Adventure, Fantasy, Horror","Merian C. Cooper, Ernest B. Schoedsack","James Ashmore Creelman (screen play), Ruth Rose (screen play), Merian C. Cooper (from an idea conceived by), Edgar Wallace (from an idea conceived by)","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher",A film crew goes to a tropical island for an exotic location shoot and discovers a colossal giant gorilla who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,English,USA,3 wins & 4 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM0MTEyMjQxOF5BMl5BanBnXkFtZTgwNzYwNTk1MjE@._V1._CR8.883331298828125,6.5333404541015625,344,488_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg",N/A,8,"64,740",King Kong
tt0024481,,,,,,TRUE,Queen Christina,1933,APPROVED,9-Feb-34,99 min,"Biography, Drama, History",Rouben Mamoulian,"H.M. Harwood (screen play), Salka Viertel (screen play), Salka Viertel (from the original story by), Margaret P. Levino (from the original story by), S.N. Behrman (dialogue)","Greta Garbo, John Gilbert, Ian Keith, Lewis Stone","Queen Christina of Sweden is a popular monarch who is loyal to her country. However, when she falls in love with a Spanish envoy, she must choose between the throne and the man she loves.","English, Spanish",USA,1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMjg1ODk4OF5BMl5BanBnXkFtZTgwNDA0NzkxMjE@._V1_SX300.jpg,N/A,7.9,"5,623",Queen Christina
tt0024601,,,,,,TRUE,Sons of the Desert,1933,PASSED,29-Dec-33,68 min,Comedy,William A. Seiter,"Frank Craven (story), Byron Morgan (continuity)","Stan Laurel, Oliver Hardy, Charley Chase, Mae Busch","When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.",English,USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1Mzk4NjEwMV5BMl5BanBnXkFtZTgwMjEzNTU3MzE@._V1_SX300.jpg,N/A,7.8,"5,627",Sons of the Desert
tt0024548,,,,,,TRUE,She Done Him Wrong,1933,APPROVED,9-Feb-33,66 min,"Comedy, Drama, History",Lowell Sherman,"Mae West (by), Harvey F. Thew (screen play), John Bright (screen play)","Mae West, Cary Grant, Owen Moore, Gilbert Roland","In the Gay Nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.",English,USA,Nominated for 1 Oscar. Another 2 wins.,http://ia.media-imdb.com/images/M/MV5BMjE5ODU2MDkzOV5BMl5BanBnXkFtZTcwMjI0NTAyMQ@@._V1_SX300.jpg,N/A,6.5,"4,121",She Done Him Wrong
tt0024069,,,,,,TRUE,Gold Diggers of 1933,1933,UNRATED,27-May-33,97 min,"Comedy, Drama, Musical",Mervyn LeRoy,"Erwin S. Gelsey (screenplay), James Seymour (screenplay), David Boehm (dialogue), Ben Markson (dialogue), Avery Hopwood (based on a play by)","Warren William, Joan Blondell, Aline MacMahon, Ruby Keeler",Millionaire turned composer Dick Powell rescues unemployed Broadway people with a new play.,English,USA,Nominated for 1 Oscar. Another 1 win.,http://ia.media-imdb.com/images/M/MV5BMjIyMTQ4MzQwOF5BMl5BanBnXkFtZTgwMzA4NDE1MjE@._V1_SX300.jpg,N/A,8.1,"5,259",Gold Diggers of 1933
tt0024028,,,,,,TRUE,Footlight Parade,1933,G,21-Oct-33,104 min,"Comedy, Musical, Romance",Lloyd Bacon,"Manuel Seff (screen play), James Seymour (screen play)","James Cagney, Joan Blondell, Ruby Keeler, Dick Powell","Chester Kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.","English, French",USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1MjA5NTY1Nl5BMl5BanBnXkFtZTgwNTQ1OTg5MTE@._V1_SX300.jpg,N/A,7.8,"3,367",Footlight Parade
tt0024034,,,,,,TRUE,42nd Street,1933,UNRATED,11-Mar-33,89 min,"Comedy, Musical, Romance",Lloyd Bacon,"Rian James (screen play), James Seymour (screen play), Bradford Ropes (based on the novel by)","Warner Baxter, Bebe Daniels, George Brent, Ruby Keeler","A producer puts on what may be his last Broadway show and, at the last moment, a chorus girl has to replace the star.",English,USA,Nominated for 2 Oscars. Another 1 win.,http://ia.media-imdb.com/images/M/MV5BMTUzNDExNjQ3Ml5BMl5BanBnXkFtZTgwMjM2NDgzMTE@._V1_SX300.jpg,N/A,7.7,"7,989",42nd Street
